name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Tyson Griffin,"5' 6""","68""",Orthodox,"Apr 20, 1984",http://ufcstats.com/fighter-details/20205040232ed0f3,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,15.0
Eliot Marshall,"6' 2""","77""",Orthodox,"Jul 07, 1980",http://ufcstats.com/fighter-details/a08d909a5be6f410,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,6.0
Danny Downes,"6' 0""","72""",Orthodox,"Apr 08, 1986",http://ufcstats.com/fighter-details/a66395395b5f1394,1.66,34.0,3.53,37.0,0.0,0.0,37.0,0.5,4.0
Kenny Florian,"5' 10""","74""",Southpaw,"May 26, 1976",http://ufcstats.com/fighter-details/cb139171ed1b69fe,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,18.0
Matt Hughes,"5' 9""","73""",Switch,"Oct 13, 1973",http://ufcstats.com/fighter-details/621a6c59f88a44fe,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,25.0
Ricardo Romero,"6' 0""","76""",Orthodox,"Apr 15, 1978",http://ufcstats.com/fighter-details/744e098e065cfdbe,2.17,55.0,4.77,46.0,1.63,10.0,100.0,3.3,3.0
Donny Walker,"5' 9""",--,,"Jan 04, 1980",http://ufcstats.com/fighter-details/e6147d5ab3685899,1.81,37.0,3.85,46.0,0.0,0.0,57.0,1.7,2.0
Mike Lullo,"5' 8""",--,Orthodox,"Jul 24, 1979",http://ufcstats.com/fighter-details/e26882820f9e8df5,2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6,2.0
Ian Loveland,"5' 8""",--,Orthodox,"Sep 07, 1983",http://ufcstats.com/fighter-details/eea0274e153256a0,2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,3.0
Chris Lytle,"5' 11""","68""",Orthodox,"Aug 18, 1974",http://ufcstats.com/fighter-details/91acd6910b802a9e,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,22.0
TJ O'Brien,"6' 2""",--,Orthodox,"Jan 01, 1987",http://ufcstats.com/fighter-details/d25b93992f285953,3.77,46.0,4.78,57.0,0.94,100.0,0.0,0.0,2.0
Jason Reinhardt,"5' 6""",--,Orthodox,"Oct 31, 1969",http://ufcstats.com/fighter-details/02500fb9fd79a974,0.51,40.0,4.07,43.0,1.91,12.0,50.0,0.0,3.0
Andre Winner,"5' 11""","73""",Orthodox,"Nov 09, 1981",http://ufcstats.com/fighter-details/b45d6b73f4ca4467,2.52,33.0,4.57,51.0,0.0,0.0,74.0,0.0,6.0
Javier Vazquez,"5' 7""","69""",Southpaw,"Jul 16, 1977",http://ufcstats.com/fighter-details/be5cfd73617a5b1a,2.43,36.0,1.99,72.0,2.56,52.0,57.0,1.5,6.0
Joe Stevenson,"5' 7""","70""",Orthodox,"Jun 15, 1982",http://ufcstats.com/fighter-details/79899ecf62020f6d,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,22.0
Curt Warburton,"6' 0""","73""",Orthodox,--,http://ufcstats.com/fighter-details/2721bb808bb2523c,2.13,42.0,3.44,43.0,2.35,50.0,83.0,0.9,3.0
Shane Carwin,"6' 2""","80""",Orthodox,"Jan 04, 1975",http://ufcstats.com/fighter-details/68dd7b3783c19f9c,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,7.0
Jesse Bongfeldt,"6' 0""",--,Orthodox,"Aug 28, 1980",http://ufcstats.com/fighter-details/934de214814b8ff4,2.91,62.0,1.01,50.0,1.51,33.0,33.0,0.0,2.0
Tim Credeur,"6' 3""","75""",Orthodox,"Jul 09, 1977",http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,5.0
Chuck O'Neil,"6' 2""",--,,"Sep 22, 1985",http://ufcstats.com/fighter-details/56bc9ccb609df534,3.13,37.0,4.4,72.0,0.0,0.0,0.0,0.0,1.0
Ryan McGillivray,"5' 11""",--,,"Sep 27, 1986",http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,1.27,20.0,2.2,52.0,0.0,0.0,44.0,0.0,1.0
Kendall Grove,"6' 6""","79""",Orthodox,"Nov 12, 1982",http://ufcstats.com/fighter-details/234f3767ff0e5701,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,13.0
Randy Couture,"6' 1""","75""",Orthodox,"Jun 22, 1963",http://ufcstats.com/fighter-details/0aa92558424ced9e,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,25.0
Charlie Valencia,"5' 3""","64""",Orthodox,"Oct 31, 1974",http://ufcstats.com/fighter-details/8a0be41c0380188d,2.58,37.0,2.61,77.0,1.4,53.0,75.0,0.5,10.0
Ryan Jensen,"6' 1""","76""",Orthodox,"Sep 20, 1977",http://ufcstats.com/fighter-details/aae99701b21554e4,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,9.0
Kyle Watson,"6' 0""",--,Southpaw,"Aug 09, 1979",http://ufcstats.com/fighter-details/d7b2c0b53883ee80,3.67,35.0,3.25,62.0,0.0,0.0,100.0,0.0,2.0
Jon Madsen,"6' 0""","72""",Orthodox,"Feb 12, 1980",http://ufcstats.com/fighter-details/7691a80e6ca3e55b,2.46,41.0,1.18,81.0,1.32,71.0,70.0,0.0,5.0
Kris McCray,"6' 0""","76""",Orthodox,"Sep 24, 1981",http://ufcstats.com/fighter-details/baed16f18348908e,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,3.0
Sean McCorkle,"6' 7""","81""",Orthodox,"Jul 17, 1976",http://ufcstats.com/fighter-details/008dc37cca279def,0.85,44.0,2.48,52.0,2.12,40.0,33.0,4.2,3.0
Mario Miranda,"6' 3""","74""",Orthodox,"Jul 12, 1979",http://ufcstats.com/fighter-details/df2bf09c99594848,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,4.0
Waylon Lowe,"5' 7""",--,Southpaw,"Oct 31, 1980",http://ufcstats.com/fighter-details/28f62d866c59c709,1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,4.0
Ricardo Almeida,"6' 0""","74""",Orthodox,"Nov 29, 1976",http://ufcstats.com/fighter-details/91186547a7f3f758,2.02,49.0,1.2,61.0,3.74,38.0,31.0,1.2,13.0
Kurt Pellegrino,"5' 8""","70""",Orthodox,"May 07, 1979",http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,13.0
Rob Kimmons,"5' 10""","73""",Orthodox,"Jan 30, 1981",http://ufcstats.com/fighter-details/054defd5420a551f,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,7.0
Todd Brown,"5' 11""",--,Orthodox,"Dec 13, 1976",http://ufcstats.com/fighter-details/9b68bf67c5695185,2.15,45.0,3.85,48.0,0.0,0.0,50.0,0.0,2.0
Tom Blackledge,--,--,Orthodox,--,http://ufcstats.com/fighter-details/2adb11835acd815b,2.91,61.0,2.55,46.0,0.0,0.0,75.0,0.0,1.0
Chris Tuchscherer,"6' 2""","76""",Orthodox,"Sep 08, 1975",http://ufcstats.com/fighter-details/df05aa15b2d66f57,1.35,31.0,3.17,47.0,1.19,18.0,0.0,0.6,4.0
Maciej Jewtuszko,"6' 0""",--,Southpaw,"Jan 31, 1981",http://ufcstats.com/fighter-details/6b5b9be990774f0e,2.29,45.0,1.39,66.0,0.0,0.0,42.0,0.9,2.0
Antonio Banuelos,"5' 5""","63""",Orthodox,"Sep 23, 1979",http://ufcstats.com/fighter-details/9ddfb3369a3b0394,2.69,33.0,3.15,58.0,1.62,62.0,86.0,0.4,14.0
Paul Kelly,"5' 9""","70""",Orthodox,"Sep 12, 1984",http://ufcstats.com/fighter-details/aac5ac38148f0528,3.22,37.0,2.61,59.0,1.34,60.0,30.0,1.5,9.0
Paul Taylor,"6' 0""","72""",Orthodox,"Dec 15, 1979",http://ufcstats.com/fighter-details/9b74de674c355425,4.44,47.0,4.47,55.0,0.27,25.0,56.0,0.5,9.0
Gabe Ruediger,"5' 10""",--,Orthodox,"Aug 29, 1977",http://ufcstats.com/fighter-details/ccba80d4820ef557,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0,3.0
Tim Hague,"6' 4""","76""",Orthodox,"May 09, 1983",http://ufcstats.com/fighter-details/219a254e15d60135,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9,5.0
Mike Guymon,"6' 0""","74""",Orthodox,"Sep 17, 1974",http://ufcstats.com/fighter-details/eaea0fc7b76525a8,2.75,65.0,0.79,66.0,1.87,37.0,54.0,1.2,4.0
Willamy Freire,"5' 8""",--,,"Jul 28, 1987",http://ufcstats.com/fighter-details/f1f37d667bcd0d27,1.53,37.0,0.93,62.0,0.5,100.0,73.0,0.0,2.0
Amilcar Alves,"6' 0""",--,Southpaw,"Aug 08, 1988",http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,0.5,46.0,2.02,30.0,0.0,0.0,53.0,0.0,2.0
Marcus Davis,"5' 10""","70""",Southpaw,"Aug 24, 1973",http://ufcstats.com/fighter-details/b7d524c77c27389b,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,15.0
Phil Baroni,"5' 9""","72""",Orthodox,"Apr 16, 1976",http://ufcstats.com/fighter-details/1652f3213655b935,2.77,45.0,3.93,40.0,1.46,47.0,60.0,0.5,20.0
Greg Soto,"5' 11""","73""",Orthodox,"Jun 03, 1986",http://ufcstats.com/fighter-details/9c669abd35b2522f,3.21,63.0,2.61,52.0,1.49,27.0,44.0,1.0,3.0
Antonio McKee,"5' 8""",--,Southpaw,"Mar 12, 1970",http://ufcstats.com/fighter-details/3414b50b08a10600,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,3.0
Joe Doerksen,"6' 0""","75""",Orthodox,"Oct 09, 1977",http://ufcstats.com/fighter-details/dbaaf42313af90fa,1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,11.0
Dustin Hazelett,"6' 1""","76""",Orthodox,"Apr 29, 1986",http://ufcstats.com/fighter-details/a149d6bc670cdb60,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1,10.0
Pat Audinwood,"6' 0""",--,Orthodox,"Apr 16, 1986",http://ufcstats.com/fighter-details/196ed28337adc630,1.17,12.0,4.31,41.0,0.8,50.0,0.0,0.0,2.0
Aaron Wilkinson,"5' 10""",--,,"Jan 31, 1987",http://ufcstats.com/fighter-details/338a11d3674eb2d4,0.0,0.0,0.0,100.0,7.32,100.0,0.0,0.0,1.0
Tyler Toner,"5' 8""","70""",Orthodox,"Mar 31, 1983",http://ufcstats.com/fighter-details/8e893f269d5696b2,2.95,52.0,2.13,62.0,0.0,0.0,54.0,0.4,4.0
Sako Chivitchian,"5' 11""",--,,"Mar 11, 1984",http://ufcstats.com/fighter-details/9f7787e56a6bc0f4,2.4,27.0,4.8,46.0,0.0,0.0,100.0,0.0,1.0
Fredson Paixao,"5' 6""","66""",Orthodox,"May 13, 1979",http://ufcstats.com/fighter-details/320edfb0332b7073,1.71,54.0,2.31,62.0,0.62,11.0,10.0,2.2,5.0
Maiquel Falcao,"5' 11""",--,Orthodox,"Mar 08, 1981",http://ufcstats.com/fighter-details/d58478ded5534695,1.67,55.0,0.53,86.0,1.0,100.0,71.0,3.0,1.0
Gerald Harris,"5' 11""","77""",Southpaw,"Nov 19, 1979",http://ufcstats.com/fighter-details/c4b81cdecd5d6abe,1.41,29.0,1.58,62.0,2.96,54.0,72.0,0.0,5.0
Brian Foster,"5' 9""","71""",Orthodox,"Apr 03, 1984",http://ufcstats.com/fighter-details/3dc3022232b79c7a,3.3,39.0,1.63,65.0,3.67,60.0,37.0,1.8,5.0
Karo Parisyan,"5' 10""","72""",Orthodox,"Aug 28, 1982",http://ufcstats.com/fighter-details/349aaa3da11eb587,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0,13.0
Goran Reljic,"6' 3""","81""",Southpaw,"Mar 20, 1984",http://ufcstats.com/fighter-details/132f860d02953f4c,1.69,37.0,2.69,59.0,1.69,50.0,33.0,1.1,4.0
Nick Osipczak,"6' 2""","76""",Orthodox,"Dec 30, 1984",http://ufcstats.com/fighter-details/5b407acfe0ef9b76,2.83,50.0,3.77,50.0,1.2,45.0,71.0,1.0,5.0
Alexandre Ferreira,"5' 7""",--,Orthodox,"Apr 25, 1979",http://ufcstats.com/fighter-details/28ba5f27e473420c,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0,1.0
Mark Scanlon,"5' 9""",--,Orthodox,--,http://ufcstats.com/fighter-details/771b60ff889661c8,2.2,35.0,3.33,48.0,3.0,75.0,25.0,2.0,1.0
Seth Petruzelli,"6' 0""","76""",Orthodox,"Dec 03, 1979",http://ufcstats.com/fighter-details/93b9496275bbbf80,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3,5.0
Gilbert Yvel,"6' 2""","77""",Orthodox,"Jun 30, 1976",http://ufcstats.com/fighter-details/d29b5c4f22c6357d,1.05,47.0,1.78,50.0,0.0,0.0,25.0,1.0,14.0
James Wilks,"6' 1""","75""",Orthodox,"May 04, 1978",http://ufcstats.com/fighter-details/852454c572675334,1.82,45.0,2.03,50.0,1.27,22.0,66.0,3.8,4.0
Vinicius Queiroz,"6' 7""",--,,"Aug 29, 1983",http://ufcstats.com/fighter-details/2a8502954f49e682,3.67,51.0,4.1,41.0,5.07,70.0,100.0,0.7,1.0
Mark Holst,"6' 0""",--,Orthodox,"Aug 14, 1985",http://ufcstats.com/fighter-details/c11f50e9c1513ce9,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3,2.0
James McSweeney,"6' 4""","77""",Switch,"Oct 24, 1980",http://ufcstats.com/fighter-details/cac08b8685387ca5,3.94,55.0,4.33,42.0,0.52,33.0,100.0,1.1,3.0
Matt Serra,"5' 6""","68""",Orthodox,"Jun 02, 1974",http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,14.0
Sean Sherk,"5' 6""","67""",Orthodox,"Aug 05, 1973",http://ufcstats.com/fighter-details/029880cdbf5ca089,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,13.0
Steve Lopez,"5' 11""",--,Orthodox,"Jul 30, 1984",http://ufcstats.com/fighter-details/6085ceb59087514b,1.39,24.0,2.69,62.0,0.0,0.0,37.0,0.0,2.0
Julio Paulino,"6' 0""",--,Orthodox,"Dec 04, 1975",http://ufcstats.com/fighter-details/60c72f7459827881,0.97,27.0,1.87,48.0,0.0,0.0,37.0,0.5,2.0
John Gunderson,"5' 9""","69""",Orthodox,"Jan 05, 1979",http://ufcstats.com/fighter-details/a0c139b34f11421a,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0,3.0
Tomasz Drwal,"6' 1""","76""",Orthodox,"Jan 22, 1982",http://ufcstats.com/fighter-details/679a9054e2815943,3.29,38.0,2.26,57.0,3.55,60.0,82.0,0.4,6.0
Forrest Petz,"5' 9""","71""",Orthodox,"Sep 22, 1975",http://ufcstats.com/fighter-details/e86bc32f5997a8f7,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,7.0
James Toney,"5' 9""",--,Orthodox,"Aug 24, 1968",http://ufcstats.com/fighter-details/d10b35152277cf98,0.0,0.0,2.41,27.0,0.0,0.0,0.0,0.0,1.0
John Salter,"6' 1""","74""",Southpaw,"Mar 21, 1985",http://ufcstats.com/fighter-details/010986ee359fb863,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5,4.0
Rodney Wallace,"5' 9""","72""",Switch,"Nov 21, 1981",http://ufcstats.com/fighter-details/b9415726dc3ec526,1.13,46.0,3.44,45.0,6.0,54.0,28.0,1.0,3.0
James Irvin,"6' 2""","75""",Orthodox,"Sep 12, 1978",http://ufcstats.com/fighter-details/a7f4d0902bb64092,2.03,48.0,3.86,35.0,0.0,0.0,36.0,0.5,11.0
Steve Steinbeiss,"6' 3""","75""",Orthodox,"May 05, 1981",http://ufcstats.com/fighter-details/0b5b6876c2a4723f,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0,3.0
Keith Jardine,"6' 2""","76""",Orthodox,"Oct 31, 1975",http://ufcstats.com/fighter-details/b9d0fd83bb8a147a,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,20.0
Jamie Yager,"6' 1""",--,Orthodox,"Nov 29, 1983",http://ufcstats.com/fighter-details/85248da6e9e2f7e7,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,1.0
Josh Bryant,"5' 10""",--,Orthodox,"Apr 23, 1980",http://ufcstats.com/fighter-details/01f022fa494188e2,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,1.0
James Hammortree,"6' 3""",--,Orthodox,"Nov 29, 1983",http://ufcstats.com/fighter-details/1f77fce698e80488,1.93,30.0,4.13,44.0,2.0,50.0,100.0,1.0,1.0
Chuck Liddell,"6' 2""","76""",Orthodox,"Dec 17, 1969",http://ufcstats.com/fighter-details/a390eb8a9b2df298,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,26.0
David Loiseau,"6' 0""","76""",Orthodox,"Dec 17, 1979",http://ufcstats.com/fighter-details/22e47b53e4ceb27c,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,9.0
Jesse Lennox,"5' 9""","72""",Orthodox,"Mar 10, 1982",http://ufcstats.com/fighter-details/3ae10ac4df3df05c,2.69,32.0,3.2,64.0,1.22,66.0,63.0,0.3,4.0
Dan Lauzon,"5' 10""",--,Orthodox,"Mar 30, 1988",http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,1.34,25.0,4.09,61.0,1.63,33.0,80.0,2.7,4.0
Joe Brammer,"5' 8""",--,Orthodox,"Aug 23, 1983",http://ufcstats.com/fighter-details/013da757877044a2,2.15,31.0,2.8,56.0,0.81,50.0,50.0,0.0,2.0
Jesse Forbes,"6' 2""","75""",Southpaw,"Oct 24, 1984",http://ufcstats.com/fighter-details/947eccadb72f4f6f,2.11,24.0,4.06,53.0,1.79,75.0,66.0,1.2,4.0
Paul Daley,"5' 9""","76""",Orthodox,"Feb 21, 1983",http://ufcstats.com/fighter-details/23725c826c481e7f,3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,12.0
Kevin Ferguson,"6' 2""","77""",Orthodox,"Feb 08, 1974",http://ufcstats.com/fighter-details/27541033b97c076d,2.3,50.0,3.41,38.0,3.1,72.0,36.0,1.2,6.0
Jonathan Goulet,"6' 0""","73""",Orthodox,"Jul 13, 1979",http://ufcstats.com/fighter-details/fb1538b46877a695,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6,9.0
Yoshiyuki Yoshida,"5' 11""","70""",Southpaw,"May 10, 1974",http://ufcstats.com/fighter-details/ab8900ae1f1dfd4c,0.85,36.0,3.67,36.0,1.41,28.0,25.0,2.8,5.0
Renzo Gracie,"5' 10""",--,Orthodox,"Mar 11, 1967",http://ufcstats.com/fighter-details/aae0897825336b1a,1.71,41.0,1.67,55.0,1.13,20.0,40.0,0.8,11.0
Brad Blackburn,"5' 10""","73""",Orthodox,"May 25, 1977",http://ufcstats.com/fighter-details/7e69a4b0961aa555,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7,5.0
Matt Veach,"5' 11""",--,Orthodox,"May 31, 1981",http://ufcstats.com/fighter-details/5731cc327790b731,1.12,28.0,4.91,44.0,3.64,38.0,100.0,1.5,3.0
Mostapha Al-Turk,"6' 2""","77""",Orthodox,"Jul 14, 1973",http://ufcstats.com/fighter-details/1cf1310684a841f5,1.36,19.0,3.61,53.0,0.0,0.0,0.0,0.0,3.0
Nate Quarry,"6' 0""","72""",Open Stance,"Mar 18, 1972",http://ufcstats.com/fighter-details/52cae54377b433b7,4.96,44.0,2.8,66.0,0.25,33.0,60.0,0.0,10.0
Ronys Torres,"5' 7""",--,Orthodox,"Aug 13, 1975",http://ufcstats.com/fighter-details/cce79e827569f26e,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5,2.0
Rob Emerson,"5' 9""","70""",Orthodox,"Jul 30, 1981",http://ufcstats.com/fighter-details/dc0f07928009a127,2.5,30.0,2.83,64.0,2.02,52.0,65.0,0.4,7.0
Caol Uno,"5' 7""","70""",Southpaw,"May 08, 1975",http://ufcstats.com/fighter-details/eb1723480fa2f96c,1.91,49.0,1.9,50.0,1.95,31.0,37.0,0.5,15.0
Lucio Linhares,"6' 2""",--,Orthodox,"Dec 08, 1973",http://ufcstats.com/fighter-details/a780d16cf7eed44d,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,2.0
Rory Markham,"6' 0""","71""",Orthodox,"Mar 25, 1982",http://ufcstats.com/fighter-details/23a16ebe733e3041,1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0,3.0
Paul Buentello,"6' 2""","77""",Orthodox,"Jan 16, 1974",http://ufcstats.com/fighter-details/f0abbb6f3444dae7,3.29,45.0,3.83,52.0,0.19,33.0,39.0,0.4,12.0
Shannon Gugerty,"5' 10""","71""",Orthodox,"Dec 30, 1981",http://ufcstats.com/fighter-details/9f1641c08cf8fbe2,1.25,39.0,1.88,58.0,2.13,27.0,50.0,3.4,5.0
Chase Gormley,"6' 3""",--,Orthodox,--,http://ufcstats.com/fighter-details/052ceb8976695342,3.6,42.0,6.03,44.0,3.12,42.0,0.0,1.0,2.0
Mark Coleman,"6' 1""","75""",Orthodox,"Dec 20, 1964",http://ufcstats.com/fighter-details/21b8a0f5c231096f,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,26.0
Frank Trigg,"5' 9""","71""",Southpaw,"May 07, 1972",http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8,13.0
Justin Buchholz,"6' 0""","73""",Orthodox,"Aug 22, 1983",http://ufcstats.com/fighter-details/231926533134ec1f,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8,5.0
Rolles Gracie,"6' 4""",--,Orthodox,"Jul 14, 1978",http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7,2.3,32.0,3.38,55.0,2.3,10.0,0.0,0.0,1.0
Jay Silva,"6' 2""",--,Southpaw,--,http://ufcstats.com/fighter-details/53bb0d40905b87c0,1.13,34.0,3.07,40.0,0.0,0.0,38.0,1.0,2.0
Kyle Bradley,"5' 9""","71""",Orthodox,"Aug 19, 1982",http://ufcstats.com/fighter-details/a6959da32f0e6b5d,1.99,40.0,3.45,58.0,0.65,50.0,40.0,0.0,4.0
Wilson Gouveia,"6' 1""","76""",Orthodox,"Oct 03, 1978",http://ufcstats.com/fighter-details/af5b208e97f5d382,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,10.0
Shane Nelson,"5' 9""","70""",Southpaw,"Nov 29, 1984",http://ufcstats.com/fighter-details/2db7fa8db6bc9632,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,4.0
Kevin Burns,"5' 10""","74""",Orthodox,"Mar 03, 1980",http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8,5.0
Houston Alexander,"6' 0""","72""",Orthodox,"Mar 22, 1972",http://ufcstats.com/fighter-details/0541480fbf719d86,3.06,54.0,3.2,52.0,1.19,57.0,33.0,0.0,6.0
Marcus Jones,"6' 6""",--,Orthodox,"Aug 15, 1973",http://ufcstats.com/fighter-details/8fa2b06572365321,1.94,52.0,2.71,58.0,8.71,75.0,0.0,2.9,1.0
Darrill Schoonover,"6' 2""",--,Orthodox,"Jul 18, 1985",http://ufcstats.com/fighter-details/5a558ba1ff5e9121,1.2,33.0,4.35,38.0,0.0,0.0,50.0,1.1,1.0
Justin Wren,"6' 2""",--,Orthodox,"Apr 27, 1987",http://ufcstats.com/fighter-details/e78f601035d677f2,3.43,35.0,2.07,64.0,0.0,0.0,100.0,0.0,1.0
Jake Rosholt,"6' 1""",--,Orthodox,"Feb 09, 1982",http://ufcstats.com/fighter-details/4f2fcbefb668689d,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8,4.0
Brock Larson,"5' 11""","71""",Southpaw,"Aug 23, 1977",http://ufcstats.com/fighter-details/5eedbf1e9601be35,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,11.0
Jason Dent,"5' 10""","71""",Orthodox,"Jun 12, 1980",http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8,2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4,4.0
Denis Kang,"5' 11""","77""",Orthodox,"Sep 17, 1977",http://ufcstats.com/fighter-details/3c241737a6069b9f,2.27,35.0,1.65,67.0,2.51,65.0,38.0,1.2,13.0
Rolando Delgado,"6' 3""","77""",Orthodox,"Nov 22, 1981",http://ufcstats.com/fighter-details/37b1696e6d115957,1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,3.0
Antoni Hardonk,"6' 4""","78""",Orthodox,"Feb 05, 1976",http://ufcstats.com/fighter-details/69b69c0178c4004d,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,8.0
Razak Al-Hassan,"6' 2""",--,Orthodox,"May 14, 1982",http://ufcstats.com/fighter-details/38b50fd1e1b5b656,3.27,39.0,3.14,60.0,0.65,14.0,57.0,0.0,2.0
Hermes Franca,"5' 6""","71""",Orthodox,"Aug 26, 1974",http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,12.0
Drew McFedries,"6' 0""","72""",Southpaw,"Jul 27, 1978",http://ufcstats.com/fighter-details/1fd4fbdcc67de844,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,9.0
Roger Huerta,"5' 9""","70""",Orthodox,"May 20, 1983",http://ufcstats.com/fighter-details/daf1b84aebd6602b,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,8.0
Chris Wilson,"6' 1""","75""",Orthodox,"Jun 07, 1977",http://ufcstats.com/fighter-details/a56607a451e4c70d,2.32,50.0,1.36,55.0,1.31,50.0,60.0,1.6,4.0
Justin McCully,"6' 1""","73""",Orthodox,"Feb 18, 1976",http://ufcstats.com/fighter-details/75f871836d41f90f,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,4.0
Marcus Aurelio,"5' 10""","74""",Orthodox,"Aug 18, 1973",http://ufcstats.com/fighter-details/04643fd03d9159cc,1.42,33.0,2.27,59.0,1.69,27.0,27.0,1.3,13.0
Dan Cramer,"6' 2""",--,Orthodox,"Oct 31, 1985",http://ufcstats.com/fighter-details/480b702debcb5433,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,2.0
Danillo Villefort,"6' 1""",--,Orthodox,"May 08, 1983",http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e,2.86,37.0,2.4,68.0,1.71,66.0,33.0,1.7,3.0
Jake O'Brien,"6' 3""","76""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/20bcc9966affb19c,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,8.0
Mike Ciesnolevicz,"6' 0""",--,Orthodox,"Oct 28, 1979",http://ufcstats.com/fighter-details/51b0bb73a1da34bc,0.51,50.0,4.62,57.0,0.0,0.0,20.0,5.1,2.0
Frank Lester,"5' 11""",--,Orthodox,"Jun 10, 1984",http://ufcstats.com/fighter-details/edd8d5d8089a35f8,2.18,36.0,3.82,53.0,0.0,0.0,0.0,0.0,1.0
Cameron Dollar,"5' 11""",--,Orthodox,"May 12, 1987",http://ufcstats.com/fighter-details/3bbcd63a016d9715,5.04,38.0,2.94,61.0,0.0,0.0,0.0,0.0,1.0
